hid,Location,Caste,House.Material,Age,Gender,Education,q3_Ladder,q5_AgriTrends,q6_AgroDiversity,q7_AgroWildlife,q11_ForestArea,q12_ForestQuality,q13_ForestWildlife,q15_FreshwaterQuant,q16_FreshwaterQual,q17_FreshwaterWildlife,q19A_GrasslandEcosystem,q20_NatureFood,q22_FoodTrends,q24_EnoughFood,q25_Farmpc,q26_Huntpc,q27_Land_ha,tlu,q29_Occupation_Business,q29_Occupation_Tourism,q29_Occupation_Health,q29_Occupation_Agriculture,q29_Occupation_Government,q29_Occupation_Education,q29_Occupation_Labour,q29_Occupation_Private,q29_Occupation_Others,q30_EnoughIncome,q31_NatureWork,q33_IncomeTrends,q35_Healthy,q37_HealthCheck_Hospital,q37_HealthCheck_Aayurved,q37_HealthCheck_Homemade,q37_HealthCheck_Pharmacy,q37_HealthCheck_Dhami,q39_NatureHealth,q41_HealthTrends,q43_WaterSource_Tap,q43_WaterSource_River,q43_WaterSource_Tube,q43_WaterSource_Spring,q43_WaterSource_Well,q43_WaterSource_Lake,q43_WaterSource_Others,q44_Toilet,q45_NatureWater,q47_WaterShortage,q48_WaterTrends,q50_Electricity,q51_Cook,q52_NatureEnergy,q54_EnergySuff,q55_ElectricitySuff,q56_EnergyTrends,q57_ElectricityTrends,q59_FamEducation,q60_EnvEducation_School,q60_EnvEducation_Media,q60_EnvEducation_Fam,q60_EnvEducation_Elders,q60_EnvEducation_NGO,q60_EnvEducation_Others,q61_NatureEducation,q62_EducationTrends,q64_Drr,q66_DrrTrends,q67_NatureDrr,q70_Recre,q74_NatureRecrea,q75_Culture,q79_NatureCulture,q82_ConservationNature,q84_ConservationPeople,Nature
ME23,Sulubung,Lower,2,21,1,3,5,5,3,4,2,2,3,2,2,3,,3,1,1,40,0,0.2,0.7,0,0,0,1,0,0,0,0,0,4,3,1,2,1,0,1,0,0,3,1,0,0,0,1,0,0,0,1,3,3,1,1,Firewood,2,2,1,2,1,1,1,0,1,0,0,0,3,2,4,3,3,1,1,1,1,,,Living and Non-living
ME24,Sulubung,Ethnic,1,25,1,3,7,5,3,4,5,4,5,3,3,3,,3,3,1,15,0,1.02,2.9,0,0,0,1,0,0,0,0,0,4,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,1,1,Firewood,3,2,1,4,1,1,1,0,1,0,0,0,3,3,4,3,3,1,1,0,1,,,Living and Non-living
ME25,Sulubung,Ethnic,2,23,1,4,6,5,4,4,5,5,5,4,4,5,,3,1,1,30,0,1.78,2.3,0,0,0,1,0,0,0,0,0,4,3,4,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,2,1,3,2,1,1,0,1,0,0,0,3,1,4,3,3,1,1,0,1,,,Living and Non-living
ME26,Sulubung,Lower,1,25,1,3,5,4,4,3,4,3,3,4,4,3,,3,2,1,25,0,0.25,1.1,0,0,0,1,0,0,0,0,0,4,3,2,2,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,2,3,1,Firewood,3,2,1,4,1,1,1,0,1,0,0,0,3,2,4,3,3,1,1,1,1,,,Living and Non-living
ME27,Sulubung,Lower,2,48,1,2,5,5,5,3,2,3,4,5,4,3,,3,1,1,15,0,0.25,0.9,0,0,0,1,0,0,0,0,0,2,3,4,3,1,0,0,0,0,3,1,0,0,0,1,0,0,0,1,3,3,3,1,Firewood,3,2,1,4,1,1,1,0,1,0,0,0,3,3,4,3,3,0,1,1,1,,,Living and Non-living
MB26,Sulubung,Ethnic,2,41,1,2,6,4,3,2,4,3,5,4,3,4,,3,2,2,30,0,0.2,0.9,0,0,0,1,0,0,0,0,0,5,3,3,1,1,0,0,0,1,3,3,1,0,0,0,0,0,0,1,2,2,3,1,Firewood,2,1,1,3,1,2,1,0,1,0,0,0,3,3,4,3,2,0,3,0,3,,,Living
MB27,Sulubung,Ethnic,1,51,2,2,7,4,2,2,1,2,2,3,2,4,,2,1,2,40,0,1.27,3.9,0,0,0,1,0,0,0,0,0,4,4,2,3,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,2,0,2,1,Firewood,1,1,1,2,2,2,1,0,0,0,0,0,2,2,4,3,2,0,1,1,2,1,2,Non-Living
MB28,Sulubung,Ethnic,1,25,1,2,10,4,2,2,2,4,2,4,3,4,,2,2,1,20,0,0.15,0.2,0,0,0,0,0,0,1,0,0,2,4,2,2,1,0,0,0,1,2,2,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,2,2,1,4,1,1,1,0,1,0,0,0,2,5,4,4,2,0,1,0,2,,,Non-Living
MB29,Sulubung,Ethnic,2,32,1,3,9,4,4,3,3,3,3,3,3,4,,1,1,1,80,20,0.51,2.3,0,0,0,1,0,0,0,0,0,2,3,2,3,1,0,0,0,1,3,3,1,0,0,1,0,0,0,1,2,2,2,1,Firewood,1,1,1,1,1,2,1,1,1,0,0,0,3,2,4,4,2,0,2,0,2,,,Living and Non-living
MC27,Sulubung,Ethnic,2,35,1,3,4,4,3,3,2,2,3,4,3,4,,2,2,1,50,20,1.32,1.1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,1,3,4,1,0,0,0,0,0,0,1,2,0,3,1,Firewood,1,1,1,2,1,1,1,1,1,0,0,0,3,1,4,3,2,0,1,1,2,,,Non-Living
MC28,Sulubung,Ethnic,2,40,1,2,5,4,3,3,2,2,3,4,3,4,,3,3,1,50,0,1.27,2.1,0,0,0,1,0,0,0,0,0,1,3,2,3,1,0,0,1,1,3,2,1,0,0,0,0,0,0,1,2,0,2,1,Firewood,1,2,1,1,1,1,1,0,1,0,0,0,3,1,4,3,3,0,2,0,2,,,I don't know
MC29,Sulubung,Ethnic,2,50,2,2,10,4,4,3,2,2,2,4,3,4,,2,3,1,80,20,0.36,2.5,0,0,0,1,0,0,0,0,0,2,3,2,2,1,0,0,0,1,2,3,0,0,0,1,0,0,0,1,2,0,2,1,Firewood,1,2,1,1,1,1,1,1,1,0,0,0,3,3,4,2,2,0,1,0,1,,,Living and Non-living
MC30,Sulubung,Ethnic,2,16,1,2,5,4,3,3,3,3,3,4,3,4,,3,2,1,50,0,0.51,1.6,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,1,3,3,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,2,1,1,1,1,1,1,1,0,0,0,0,3,1,4,3,2,0,2,0,2,,,Living and Non-living
MA22,Sulubung,Higher,1,55,1,3,4,4,4,1,2,1,5,4,1,3,,4,2,1,20,0,0.81,2.8,0,0,0,1,0,0,0,0,0,2,2,1,3,1,1,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,3,1,4,2,3,1,1,0,2,2,1,Non-Living
MA23,Sulubung,Higher,1,33,2,4,7,4,5,2,2,2,4,4,2,3,,2,1,1,40,0,,0.7,0,0,0,1,0,0,0,0,0,2,2,2,2,1,0,1,0,1,3,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,3,2,4,2,3,1,2,0,1,2,2,Non-Living
MA24,Sulubung,Ethnic,1,50,2,3,6,4,4,2,4,4,4,4,2,4,,2,1,1,30,0,1.02,0.2,0,0,0,1,0,0,0,0,0,2,4,2,2,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,2,3,1,1,Firewood,1,1,1,1,1,1,1,1,0,0,0,0,4,2,4,2,3,1,1,0,1,1,2,Living and Non-living
MA25,Sulubung,Ethnic,1,39,1,3,8,4,3,2,2,4,4,4,2,4,,4,1,1,30,0,1.42,2.1,0,0,0,1,0,0,0,0,0,4,4,2,2,1,0,0,1,1,4,1,1,0,0,0,0,0,0,1,1,4,1,1,Firewood,1,2,2,4,1,1,1,1,0,0,0,0,4,2,4,2,2,1,2,0,1,1,1,Living and Non-living
MF21,Sulubung,Higher,1,38,2,3,5,4,4,2,4,4,4,4,3,3,,2,4,1,25,0,1.27,1.4,0,0,0,1,0,0,0,0,0,2,4,5,1,1,0,0,0,0,4,3,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,4,1,4,2,2,1,1,1,1,2,2,Spiritual and Abstract
MF22,Sulubung,Higher,1,41,2,5,10,4,1,1,5,5,5,5,4,4,,1,1,1,50,0,1.53,1.4,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,0,0,2,1,4,1,1,1,1,1,1,1,1,Spiritual and Abstract
MF23,Sulubung,Ethnic,1,58,1,2,9,3,4,2,2,2,3,4,4,3,,4,2,1,75,0,3.05,2.2,0,0,0,1,0,0,0,0,0,2,4,4,1,1,0,0,0,0,3,3,1,0,0,1,0,0,0,1,2,0,3,1,Firewood,1,1,1,1,1,1,1,1,0,0,0,0,3,3,4,3,3,1,1,1,1,1,2,Living and Non-living
MF24,Sulubung,Ethnic,2,53,2,2,5,4,4,1,1,1,2,4,4,1,,4,2,1,20,0,1.02,3.5,0,0,0,1,0,0,0,0,0,4,4,3,4,1,0,0,0,0,4,2,1,0,0,1,0,0,0,1,4,0,2,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,4,1,4,4,2,1,1,1,1,1,2,Living and Non-living
MD26,Sulubung,Ethnic,1,32,1,2,3,4,4,2,4,4,4,4,4,5,,3,4,1,15,0,0.25,2.2,0,0,0,1,0,0,0,0,0,4,3,3,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,3,0,3,1,Firewood,3,2,1,2,1,2,1,1,1,0,0,0,3,1,4,3,3,0,2,1,1,3,3,Living and Non-living
MD27,Sulubung,Ethnic,1,20,1,2,2,4,4,4,4,4,4,4,4,5,,3,2,1,30,0,0.31,0.9,0,0,0,1,0,0,0,0,0,4,3,4,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,2,1,2,1,1,1,1,1,0,0,0,3,1,4,3,3,1,2,0,1,3,3,Living and Non-living
MD28,Sulubung,Ethnic,2,19,1,3,2,4,4,4,4,4,4,2,2,5,,4,2,1,25,0,1.27,1.6,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,4,1,Firewood,3,2,1,4,1,1,1,1,0,0,0,0,3,1,4,3,3,0,2,1,2,,,Living and Non-living
MD29,Sulubung,Ethnic,1,21,1,4,3,4,4,3,2,2,4,4,4,5,,3,4,1,18,0,1.68,1,0,0,0,1,0,0,0,0,0,4,3,4,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,3,2,4,1,Firewood,3,1,1,2,1,1,1,0,1,0,0,0,3,3,4,3,3,1,1,0,1,3,2,Living and Non-living
ME28,Sulubung,Ethnic,1,26,1,3,5,4,4,3,5,4,4,4,2,3,,3,1,1,15,0,2.04,2,0,0,0,1,0,0,0,0,0,4,3,2,2,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,1,1,Firewood,3,1,1,1,1,1,1,0,1,0,0,0,3,1,4,3,2,0,1,1,1,3,3,Living and Non-living
ME29,Sulubung,Ethnic,1,,2,4,5,5,4,2,2,2,4,4,2,5,,3,2,1,15,0,0.25,2.2,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,2,1,2,1,1,1,0,1,0,0,0,3,2,4,3,3,0,1,1,,3,3,Living and Non-living
ME30,Sulubung,Ethnic,1,50,1,2,8,5,4,3,2,2,4,4,4,5,,3,4,1,15,0,1.93,2.4,0,0,0,1,0,0,0,0,0,2,3,4,1,1,0,0,0,0,3,3,0,1,0,0,0,0,0,1,3,2,4,1,Firewood,3,1,1,2,1,1,0,0,0,0,0,0,3,3,4,3,3,1,1,1,1,3,2,Living and Non-living
ME31,Sulubung,Lower,2,35,1,2,5,3,3,3,5,4,4,4,3,5,,3,2,1,5,0,0.15,1.6,0,0,0,1,0,0,0,0,0,4,3,3,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,4,1,Firewood,3,2,1,4,1,2,1,0,1,0,0,0,3,2,4,3,1,0,1,1,1,,,Living and Non-living
MB30,Sulubung,Higher,2,43,2,2,6,4,4,1,1,1,2,5,3,5,,2,1,1,25,0,2.8,0.7,0,0,0,1,0,0,0,0,0,5,2,2,3,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,2,3,1,1,Firewood,1,1,1,1,,1,1,0,0,0,0,0,3,2,4,3,2,0,1,1,1,1,2,Living
MB31,Sulubung,Ethnic,2,75,2,1,6,5,3,3,2,2,2,4,3,5,,3,2,0,10,0,,0.9,0,0,0,1,0,0,0,0,0,4,3,4,3,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,1,2,1,3,1,2,1,0,0,1,0,0,3,2,4,3,2,0,1,0,2,3,3,Living and Non-living
MB32,Sulubung,Ethnic,1,16,1,2,6,2,3,4,4,3,3,4,3,3,,3,2,1,25,0,1.02,1.7,0,0,0,1,0,0,0,0,0,2,2,1,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,2,0,3,1,Firewood,1,1,1,3,1,1,1,0,0,0,0,0,2,2,4,3,1,0,1,0,1,,,Living and Non-living
MB33,Sulubung,Ethnic,2,40,2,2,10,4,2,4,4,4,2,4,3,5,,2,1,1,30,0,1.78,1.8,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2,3,1,0,0,0,0,0,0,1,2,1,1,1,Firewood,1,1,1,3,1,2,1,0,0,0,0,0,2,1,4,3,1,0,1,0,1,2,2,Non-Living
MC31,Sulubung,Ethnic,2,48,2,2,10,3,3,3,1,2,2,4,3,3,,2,3,1,20,0,0,1.4,0,0,0,1,0,0,0,0,0,4,4,3,2,0,0,1,0,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,Firewood,1,2,5,1,,1,0,0,0,0,0,0,3,3,4,3,3,0,2,1,2,1,1,Living and Non-living
MC32,Sulubung,Ethnic,2,68,2,1,5,5,3,3,2,3,3,4,3,5,,3,2,0,40,0,0.76,1.8,0,0,0,1,0,0,0,0,0,4,2,3,3,1,0,0,0,1,1,3,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,1,2,1,0,1,0,0,0,3,2,4,3,3,0,2,0,2,,,Living and Non-living
MC33,Sulubung,Ethnic,2,16,1,2,9,5,3,3,3,2,3,4,3,4,,3,1,1,10,0,0.25,1.6,0,0,0,1,0,0,0,0,0,2,2,3,1,1,0,0,0,1,1,2,0,0,0,1,0,0,0,1,2,0,3,1,Firewood,2,2,1,3,1,2,1,1,1,0,0,0,3,2,4,3,2,0,2,0,2,,,Living and Non-living
MC34,Sulubung,Higher,1,44,2,5,7,4,4,3,2,2,2,4,4,4,,1,2,1,20,0,0.76,0.8,0,0,0,0,1,0,0,0,0,1,3,2,3,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,3,3,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,2,2,4,3,3,0,1,1,1,1,2,Non-Living
MA26,Sulubung,Ethnic,1,24,2,4,10,4,4,3,4,4,4,4,1,5,,3,2,1,100,0,1.53,1.4,0,0,0,1,0,0,0,0,0,2,4,2,1,1,0,0,1,1,4,1,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,2,2,2,4,1,1,1,1,1,0,0,0,3,2,4,2,2,1,2,0,3,3,3,Non-Living
MA27,Sulubung,Higher,1,65,1,2,10,5,5,1,2,2,3,4,2,4,,4,2,1,30,0,0.87,1.6,0,0,0,1,0,0,0,0,0,2,4,2,3,1,0,0,1,0,4,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,2,1,1,1,0,0,0,0,4,2,4,5,5,1,4,0,4,2,2,Living and Non-living
MA28,Sulubung,Lower,1,27,2,5,8,4,4,3,1,2,2,4,1,5,,1,1,1,40,0,,2.3,0,0,0,1,0,0,0,0,0,2,1,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,1,1,1,0,0,0,0,0,1,1,4,2,2,1,1,0,1,2,1,Non-Living
MA29,Sulubung,Ethnic,1,34,2,3,5,4,4,2,3,2,2,4,2,4,,4,1,1,20,0,,3,1,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,1,1,2,3,1,0,0,0,0,0,0,1,2,3,2,1,Firewood,2,2,2,4,1,1,1,1,0,0,0,0,2,2,4,3,2,1,2,0,2,2,2,Non-Living
MF25,Sulubung,Ethnic,2,,2,3,5,4,2,4,1,2,5,5,4,4,,4,2,1,90,0,2.29,0.7,0,0,0,1,0,0,0,0,0,2,4,2,2,1,0,0,0,0,2,1,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,2,2,1,2,1,1,0,0,0,1,0,2,2,4,4,2,1,1,1,1,2,1,Spiritual and Abstract
MF26,Sulubung,Ethnic,1,48,2,2,9,4,4,2,2,3,2,3,3,3,,2,2,1,50,0,0.66,1.6,0,0,0,1,0,0,0,0,0,2,2,2,2,1,0,0,0,0,2,4,1,0,0,1,0,0,0,1,2,3,2,1,Firewood,2,2,1,2,1,1,1,1,1,0,0,0,4,2,4,4,2,1,1,1,1,2,2,Living and Non-living
MF27,Sulubung,Higher,1,47,1,2,5,4,4,2,2,2,1,4,3,4,,2,1,1,80,0,0.76,1.2,0,0,0,1,0,0,0,0,0,2,2,3,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,0,0,1,1,4,1,1,0,1,1,1,1,1,Living and Non-living
MF28,Sulubung,Lower,2,41,1,2,5,2,2,3,4,4,3,3,3,3,,2,1,1,90,0,0.1,1,0,0,0,1,0,0,0,0,0,4,2,3,1,1,0,0,0,0,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,2,1,1,1,1,1,1,0,0,0,0,2,2,4,3,3,0,1,0,1,2,2,Living and Non-living
MD30,Sulubung,Ethnic,2,16,1,2,3,3,4,4,4,4,4,2,2,5,,3,2,1,15,0,1.27,2.1,0,0,0,1,0,0,0,0,0,2,4,4,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,4,4,1,4,1,1,1,0,1,0,0,0,3,2,4,3,3,0,2,1,1,,,Living and Non-living
MD31,Sulubung,Ethnic,2,16,1,3,3,4,4,4,4,4,4,3,2,5,,3,2,1,20,0,1.07,1.4,0,0,0,1,0,0,0,0,0,4,4,4,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,1,1,Firewood,4,4,1,4,1,1,1,0,1,0,0,0,3,1,4,2,3,0,2,0,2,,,Living and Non-living
MD32,Sulubung,Ethnic,2,45,1,2,4,4,4,4,5,4,5,2,2,5,,3,2,1,17,0,0.46,2.2,0,0,0,1,0,0,0,0,0,4,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,2,1,2,1,1,1,0,1,0,0,0,3,1,4,3,3,1,1,0,2,3,2,Living and Non-living
MD33,Sulubung,Higher,2,47,2,5,5,4,3,2,2,2,2,4,4,5,,3,4,1,30,0,1.53,1.8,0,0,0,1,0,0,0,0,0,4,4,3,1,1,0,0,0,0,4,2,0,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,4,4,1,1,1,1,0,1,0,0,0,3,1,4,3,3,0,2,1,1,3,2,Living and Non-living
ME32,Sulubung,Ethnic,2,69,1,1,4,4,4,4,5,4,5,4,2,4,,3,2,1,15,0,0.25,2.7,0,0,0,1,0,0,0,0,0,2,3,2,2,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,2,1,4,1,1,1,0,1,0,0,0,3,2,4,3,3,0,2,1,3,,,Non-Living
ME33,Sulubung,Ethnic,2,16,1,2,5,4,3,3,2,2,3,2,2,3,,3,2,1,10,0,0.31,1.4,0,0,0,1,0,0,0,0,0,4,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,3,1,Firewood,3,1,1,1,1,1,1,0,1,0,0,0,3,2,4,3,3,0,2,1,2,3,2,Living and Non-living
ME34,Sulubung,Higher,1,85,1,1,5,3,3,3,1,1,2,1,2,3,,3,1,1,80,0,0.56,3.9,0,0,0,1,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,0,1,0,0,0,3,1,4,3,1,1,1,1,1,,,Living and Non-living
ME35,Sulubung,Higher,2,37,2,3,6,4,4,1,1,1,1,3,3,3,,4,3,1,50,0,1.12,2.5,0,0,0,1,0,0,0,0,0,2,4,4,1,1,0,0,0,0,3,4,0,0,0,1,0,0,0,1,3,3,3,1,Firewood,3,1,1,4,1,1,1,0,1,0,0,0,3,2,4,3,4,0,1,0,1,,,Living and Non-living
MB34,Sulubung,Ethnic,2,59,2,1,5,4,4,4,1,2,1,4,3,5,,2,2,1,65,0,0.66,0.9,0,0,0,1,0,0,0,0,0,5,3,4,2,1,0,0,0,1,3,4,1,0,0,0,0,0,0,1,3,3,2,1,Firewood,2,2,1,3,1,2,1,0,0,1,0,0,3,2,3,3,3,0,1,1,2,,,Living
MB35,Sulubung,Ethnic,2,65,1,1,6,4,4,2,3,1,1,4,4,5,,5,2,1,70,0,3.05,2.3,0,0,0,1,0,0,0,0,0,4,2,4,3,1,0,0,0,1,2,2,1,0,0,0,0,0,0,1,3,3,1,1,Firewood,1,2,1,2,1,2,1,0,0,0,0,0,3,2,4,4,3,0,1,0,2,,,I don't know
MB36,Sulubung,Ethnic,2,29,1,2,5,3,4,3,2,3,2,4,3,5,,2,4,1,25,0,0.36,0.7,0,0,0,1,0,0,0,0,0,2,3,2,3,1,0,0,0,0,2,3,1,0,0,0,0,0,0,1,2,2,3,1,Firewood,2,2,1,1,1,1,1,1,1,1,0,0,2,2,4,3,2,0,1,0,2,2,2,Living and Non-living
MC35,Sulubung,Ethnic,2,36,2,2,10,4,3,4,2,3,1,4,3,5,,2,2,1,60,0,0.61,0.8,0,0,0,0,0,0,1,0,0,2,2,2,3,1,0,0,0,1,2,3,0,0,0,1,0,0,0,1,2,3,4,1,Firewood,2,2,1,4,1,1,1,0,1,0,0,0,3,2,4,5,3,0,2,1,2,,,Living and Non-living
MC36,Sulubung,Ethnic,2,31,1,2,10,4,3,2,2,2,3,5,3,3,,2,2,0,10,0,0.25,0,0,0,0,1,0,0,0,0,0,4,2,3,3,1,0,0,0,1,2,2,0,0,0,1,0,0,0,1,3,12,3,0,Firewood,2,5,5,3,3,1,1,0,1,0,0,0,2,2,3,3,2,0,1,0,2,1,1,Living and Non-living
MC37,Sulubung,Ethnic,2,45,1,1,5,4,4,2,4,3,2,4,3,3,,3,3,0,15,0,0.25,0.6,0,0,0,1,0,0,0,0,0,4,3,3,3,1,0,0,0,1,3,3,0,0,0,1,0,0,0,1,3,3,2,1,Firewood,2,2,1,3,1,2,1,0,1,0,0,0,3,2,4,3,3,0,2,0,2,2,2,Living and Non-living
MA30,Sulubung,Ethnic,1,42,2,3,7,5,5,1,3,3,2,5,2,5,,2,4,1,30,0,,1,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,0,3,1,Firewood,1,1,2,2,2,1,1,1,0,0,0,0,3,2,3,1,3,1,2,0,1,1,2,Non-Living
MA31,Sulubung,Ethnic,1,22,1,4,8,4,4,4,2,3,4,5,2,5,,4,1,1,20,0,,1,0,0,0,1,0,0,0,0,0,2,4,2,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,1,1,2,1,1,1,1,1,0,0,0,0,3,1,4,3,3,1,2,0,1,1,1,Non-Living
MA32,Sulubung,Ethnic,1,39,1,3,5,4,4,4,2,4,2,5,3,5,,3,2,1,100,0,0.61,2.7,0,0,0,1,0,0,0,0,0,2,4,2,2,1,0,1,0,1,4,2,1,0,0,0,0,0,0,1,2,3,2,1,Firewood,1,4,2,4,1,1,1,1,0,0,0,0,4,2,4,2,3,1,2,0,2,3,2,Living and Non-living
MF29,Sulubung,Ethnic,1,36,2,2,5,4,4,2,2,2,1,5,4,5,,2,2,1,10,0,0.36,1.7,0,0,0,1,0,0,0,0,0,4,4,4,2,1,0,0,0,0,2,2,1,0,0,1,0,0,0,1,2,2,1,1,Firewood,2,2,2,2,2,1,1,1,1,0,0,0,4,2,4,2,2,1,1,0,1,2,2,Living and Non-living
MF30,Sulubung,Ethnic,1,35,1,2,5,5,4,1,4,3,3,5,3,5,,2,2,1,50,0,0.1,1.5,0,0,0,1,0,0,0,0,0,2,3,4,1,1,0,0,0,0,4,3,1,0,0,1,0,0,0,1,4,3,1,1,Firewood,2,2,2,2,2,1,1,1,1,0,0,0,4,2,4,3,3,0,1,0,1,2,2,Living and Non-living
MF31,Sulubung,Ethnic,1,30,1,2,5,4,4,2,4,3,3,4,3,4,,3,3,1,50,0,0.36,3,0,0,0,1,0,0,0,0,0,2,4,2,1,1,0,0,0,0,4,1,1,0,0,1,0,0,0,1,2,0,2,1,Firewood,2,1,1,2,1,1,1,1,1,1,0,0,4,2,4,3,3,0,1,0,1,2,2,Living and Non-living
MD34,Sulubung,Ethnic,2,28,1,2,3,4,4,2,3,2,2,4,4,5,,3,2,1,15,0,0.31,0.7,0,0,0,1,0,0,0,0,0,2,3,4,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,4,1,4,2,2,1,0,1,0,0,0,3,2,4,3,3,0,1,1,2,,,Non-Living
MD35,Sulubung,Ethnic,2,22,1,3,4,2,3,3,2,2,3,4,3,3,,3,3,1,50,0,1.17,1.2,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,3,2,2,1,Firewood,3,2,1,2,2,2,1,0,1,0,0,0,3,2,4,3,3,0,2,1,1,,,Living and Non-living
MD36,Sulubung,Ethnic,1,57,1,,3,4,4,2,2,2,2,2,2,3,,3,2,1,40,0,1.27,2.2,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,0,2,1,Firewood,3,2,2,2,1,1,1,0,1,0,0,0,3,1,4,3,3,1,2,1,2,,,Living and Non-living
ME36,Sulubung,Ethnic,2,30,1,2,5,4,4,2,3,3,4,4,3,4,,3,4,1,20,0,0.41,0.9,0,0,0,1,0,0,0,0,0,2,4,2,1,1,0,1,0,0,4,2,0,0,0,1,0,0,0,1,3,0,3,1,Firewood,3,2,1,4,1,2,1,0,1,0,0,0,3,2,4,3,3,1,2,1,2,,,Living and Non-living
ME37,Sulubung,Ethnic,1,73,2,1,5,4,4,4,2,2,2,4,3,4,,3,2,1,15,0,1.53,0.4,0,0,0,1,0,0,0,0,0,4,3,3,2,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,2,3,1,Firewood,3,1,1,2,1,2,1,0,1,0,0,0,3,2,4,3,3,0,2,1,2,3,3,Living and Non-living
ME38,Sulubung,Ethnic,2,38,2,6,6,5,3,2,4,4,2,5,2,3,,3,1,1,50,0,0.36,1.4,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,3,4,2,1,Firewood,3,1,1,4,1,1,1,0,1,0,0,0,3,1,4,3,2,0,1,1,1,,,Living and Non-living
